date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:59	81576/81576	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:18:45%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/20_c81ec43b-1a12-4a21-a7cd-8ae909b02693.png?v=1559990791	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/20_c81ec43b-1a12-4a21-a7cd-8ae909b0269331bf.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:07	216159/216159	---MCZ	200	added ('OK')	text/html	etag:cacheable:db58b0d83934e1da89d451492d49e5a1	https://organic-ishi.myshopify.com/products/vel-neque-posuere	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/vel-neque-posuere.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:08	134044/134044	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:18:47%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/18_abb4f969-af5d-4335-9fd0-1dae640b5356.png?v=1559990791	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/18_abb4f969-af5d-4335-9fd0-1dae640b535631bf.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:11	721226/721226	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:15%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/slide-2_b67517ef-0570-42f6-a807-c2e50d7ad30b.png?v=1624878324	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/slide-2_b67517ef-0570-42f6-a807-c2e50d7ad30bf029.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:15	717208/717208	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:20%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/slide-1.png?v=1624878414	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/slide-134f6.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:17	218149/218149	---MCZ	200	added ('OK')	text/html	etag:cacheable:6ea7a90214d5edeefd961227b74dca89	https://organic-ishi.myshopify.com/products/the-watermalen	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/the-watermalen.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:22	81576/81576	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:19:08%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/20_e9ccb755-8c4d-434f-9beb-e70fd1d13151.png?v=1559983618	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/20_e9ccb755-8c4d-434f-9beb-e70fd1d1315191f5.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:28	200081/200081	---MCZ	200	added ('OK')	text/html	etag:cacheable:f31090a79f71e56093ffdf0ef765e048	https://organic-ishi.myshopify.com/products/vis-feugiat-delenit	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/vis-feugiat-delenit.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:33	165439/165439	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:19:07%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/17_21afa0f1-1a98-4e1f-b2e0-cabfcef22618.png?v=1559983615	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/17_21afa0f1-1a98-4e1f-b2e0-cabfcef22618a1b1.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:38	144137/144137	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:19:15%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/14_644abfe8-942e-469b-afb8-8778d5757e65.png?v=1559985020	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/14_644abfe8-942e-469b-afb8-8778d5757e65dd01.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:40	150775/150775	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:19:17%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/15_5c669420-20dd-4001-89eb-841d20252e98.png?v=1559985022	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/15_5c669420-20dd-4001-89eb-841d20252e982df5.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:49:43	214979/214979	---MCZ	200	added ('OK')	text/html	etag:cacheable:c8c324d92ec077d6acbc9e845f4ad9d9	https://organic-ishi.myshopify.com/products/consectetur-apple	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/consectetur-apple.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
